Date,Max Temp,Min Temp,Avg Temp,Departure,HDD,CDD,Precipitation,New Snow,Snow Depth,Cancellations,load_forecast,Number of Flights,Month,TemperatureRange,LogPrecipitation,AvgTemp_7dayRolling
2022-09-30,71.0,55.0,63.0,1.2,2.0,0.0,1e-05,0.0,0.0,9.0,7011.588235,670.0,9.0,16.0,9.99995000033333e-06,69.92857142857143
2022-10-01,72.0,52.0,62.0,0.6,3.0,0.0,0.02,0.0,0.0,9.0,7385.833333,618.0,10.0,20.0,0.019802627296179712,69.28571428571429
2022-10-02,74.0,53.0,63.5,2.6,1.0,0.0,0.0,0.0,0.0,7.0,7384.1,636.0,10.0,21.0,0.0,68.71428571428571
2022-10-03,78.0,53.0,65.5,5.1,0.0,1.0,0.0,0.0,0.0,0.0,7373.538462,660.0,10.0,25.0,0.0,67.85714285714286
2022-10-04,77.0,52.0,64.5,4.6,0.0,0.0,0.0,0.0,0.0,0.0,7144.944444,670.0,10.0,25.0,0.0,66.64285714285714
2022-10-05,79.0,53.0,66.0,6.5,0.0,1.0,0.0,0.0,0.0,1.0,7345.384615,632.0,10.0,26.0,0.0,65.57142857142857
2022-10-06,80.0,51.0,65.5,6.5,0.0,1.0,0.0,0.0,0.0,1.0,7743.142857,652.0,10.0,29.0,0.0,64.28571428571429
2022-10-07,80.0,54.0,67.0,8.5,0.0,2.0,0.0,0.0,0.0,0.0,6705.0,667.0,10.0,26.0,0.0,64.85714285714286
2022-10-08,81.0,54.0,67.5,9.5,0.0,3.0,0.0,0.0,0.0,0.0,6459.4,616.0,10.0,27.0,0.0,65.64285714285714
2022-10-09,81.0,53.0,67.0,9.4,0.0,2.0,0.0,0.0,0.0,2.0,6845.2,631.0,10.0,28.0,0.0,66.14285714285714
2022-10-10,80.0,53.0,66.5,9.4,0.0,2.0,0.0,0.0,0.0,3.0,7356.833333,660.0,10.0,27.0,0.0,66.28571428571429
2022-10-11,76.0,55.0,65.5,8.8,0.0,1.0,0.0,0.0,0.0,1.0,6932.571429,668.0,10.0,21.0,0.0,66.42857142857143
2022-10-12,75.0,50.0,62.5,6.3,2.0,0.0,0.0,0.0,0.0,0.0,7080.434783,630.0,10.0,25.0,0.0,65.92857142857143
2022-10-13,74.0,49.0,61.5,5.8,3.0,0.0,0.0,0.0,0.0,0.0,6951.277778,652.0,10.0,25.0,0.0,65.35714285714286
2022-10-14,76.0,49.0,62.5,7.2,2.0,0.0,0.0,0.0,0.0,0.0,6970.5,667.0,10.0,27.0,0.0,64.71428571428571
2022-10-15,74.0,47.0,60.5,5.6,4.0,0.0,0.0,0.0,0.0,0.0,6334.666667,614.0,10.0,27.0,0.0,63.714285714285715
2022-10-16,76.0,51.0,63.5,9.1,1.0,0.0,0.0,0.0,0.0,2.0,6617.111111,631.0,10.0,25.0,0.0,63.214285714285715
2022-10-17,75.0,46.0,60.5,6.5,4.0,0.0,0.0,0.0,0.0,0.0,6888.933333,666.0,10.0,29.0,0.0,62.357142857142854
2022-10-18,75.0,47.0,61.0,7.5,4.0,0.0,0.0,0.0,0.0,0.0,7145.111111,664.0,10.0,28.0,0.0,61.714285714285715
2022-10-19,75.0,49.0,62.0,8.9,3.0,0.0,0.0,0.0,0.0,0.0,7114.352941,624.0,10.0,26.0,0.0,61.642857142857146
2022-10-20,76.0,48.0,62.0,9.3,3.0,0.0,0.0,0.0,0.0,0.0,6937.722222,668.0,10.0,28.0,0.0,61.714285714285715
2022-10-21,77.0,50.0,63.5,11.2,1.0,0.0,0.0,0.0,0.0,0.0,6118.529412,659.0,10.0,27.0,0.0,61.857142857142854
2022-10-22,65.0,38.0,51.5,-0.4,13.0,0.0,0.65,0.0,0.0,1.0,6324.9,608.0,10.0,27.0,0.5007752879124893,60.57142857142857
2022-10-23,45.0,34.0,39.5,-11.9,25.0,0.0,0.12,1e-05,0.0,1.0,6802.052632,624.0,10.0,11.0,0.11332868530700317,57.142857142857146
2022-10-24,49.0,36.0,42.5,-8.5,22.0,0.0,0.0,0.0,0.0,2.0,7134.714286,654.0,10.0,13.0,0.0,54.57142857142857
2022-10-25,55.0,44.0,49.5,-1.1,15.0,0.0,1e-05,0.0,0.0,2.0,7225.153846,652.0,10.0,11.0,9.99995000033333e-06,52.92857142857143
2022-10-26,55.0,36.0,45.5,-4.7,19.0,0.0,0.02,0.0,0.0,0.0,7249.916667,621.0,10.0,19.0,0.019802627296179712,50.57142857142857
2022-10-27,47.0,35.0,41.0,-8.8,24.0,0.0,0.0,1e-05,0.0,0.0,6769.25,657.0,10.0,12.0,0.0,47.57142857142857
2022-10-28,57.0,32.0,44.5,-4.9,20.0,0.0,0.0,0.0,0.0,2.0,6384.583333,646.0,10.0,25.0,0.0,44.857142857142854
2022-10-29,56.0,36.0,46.0,-3.0,19.0,0.0,0.0,0.0,0.0,0.0,6342.166667,606.0,10.0,20.0,0.0,44.07142857142857
2022-10-30,58.0,35.0,46.5,-2.1,18.0,0.0,0.0,0.0,0.0,4.0,7114.0,620.0,10.0,23.0,0.0,45.07142857142857
2022-10-31,64.0,38.0,51.0,2.8,14.0,0.0,0.0,0.0,0.0,0.0,7096.263158,660.0,10.0,26.0,0.0,46.285714285714285
2022-11-01,67.0,48.0,57.5,9.7,7.0,0.0,0.0,0.0,0.0,0.0,7358.5625,668.0,11.0,19.0,0.0,47.42857142857143
2022-11-02,61.0,34.0,47.5,0.2,17.0,0.0,0.46,1e-05,0.0,0.0,7243.764706,560.0,11.0,27.0,0.3784364357202451,47.714285714285715
2022-11-03,45.0,32.0,38.5,-8.4,26.0,0.0,0.0,0.0,0.0,0.0,7101.0,569.0,11.0,13.0,0.0,47.357142857142854
2022-11-04,43.0,29.0,36.0,-10.5,29.0,0.0,0.0,0.0,0.0,4.0,7079.384615,665.0,11.0,14.0,0.0,46.142857142857146
2022-11-05,50.0,40.0,45.0,-1.1,20.0,0.0,0.18,0.0,0.0,7.0,7498.083333,597.0,11.0,10.0,0.16551443847757338,46.0
2022-11-06,50.0,40.0,45.0,-0.7,20.0,0.0,0.0,0.0,0.0,0.0,7004.75,608.0,11.0,10.0,0.0,45.785714285714285
2022-11-07,61.0,41.0,51.0,5.7,14.0,0.0,0.0,0.0,0.0,0.0,7485.611111,620.0,11.0,20.0,0.0,45.785714285714285
2022-11-08,58.0,39.0,48.5,3.6,16.0,0.0,0.73,1e-05,0.0,1.0,7627.928571,628.0,11.0,19.0,0.5481214085096876,44.5
2022-11-09,48.0,34.0,41.0,-3.5,24.0,0.0,0.36,1e-05,0.0,5.0,7618.0,583.0,11.0,14.0,0.3074846997479606,43.57142857142857
2022-11-10,39.0,29.0,34.0,-10.0,31.0,0.0,0.03,0.4,0.0,10.0,6869.529412,643.0,11.0,10.0,0.0295588022415444,42.92857142857143
2022-11-11,40.0,26.0,33.0,-10.6,32.0,0.0,0.0,0.0,0.0,1.0,6080.823529,656.0,11.0,14.0,0.0,42.5
2022-11-12,42.0,27.0,34.5,-8.7,30.0,0.0,0.0,0.0,0.0,0.0,6164.777778,622.0,11.0,15.0,0.0,41.0
2022-11-13,41.0,26.0,33.5,-9.3,31.0,0.0,0.0,0.0,0.0,0.0,6953.0,637.0,11.0,15.0,0.0,39.357142857142854
2022-11-14,39.0,26.0,32.5,-9.9,32.0,0.0,0.0,0.0,0.0,0.0,6069.352941,648.0,11.0,13.0,0.0,36.714285714285715
2022-11-15,39.0,24.0,31.5,-10.4,33.0,0.0,0.0,0.0,0.0,0.0,5960.866667,657.0,11.0,15.0,0.0,34.285714285714285
2022-11-16,41.0,24.0,32.5,-9.0,32.0,0.0,0.0,0.0,0.0,0.0,6076.153846,584.0,11.0,17.0,0.0,33.07142857142857
2022-11-17,46.0,25.0,35.5,-5.6,29.0,0.0,0.0,0.0,0.0,2.0,5841.0,646.0,11.0,21.0,0.0,33.285714285714285
2022-11-18,38.0,26.0,32.0,-8.7,33.0,0.0,0.0,1e-05,0.0,0.0,5523.0,657.0,11.0,12.0,0.0,33.142857142857146
2022-11-19,37.0,21.0,29.0,-11.2,36.0,0.0,0.0,0.0,0.0,1.0,5528.25,627.0,11.0,16.0,0.0,32.357142857142854
2022-11-20,40.0,21.0,30.5,-9.3,34.0,0.0,0.0,0.0,0.0,1.0,5929.388889,641.0,11.0,19.0,0.0,31.928571428571427
2022-11-21,42.0,22.0,32.0,-7.4,33.0,0.0,0.0,0.0,0.0,0.0,6241.235294,668.0,11.0,20.0,0.0,31.857142857142858
2022-11-22,45.0,24.0,34.5,-4.5,30.0,0.0,0.0,0.0,0.0,0.0,6009.153846,666.0,11.0,21.0,0.0,32.285714285714285
2022-11-23,45.0,28.0,36.5,-2.1,28.0,0.0,0.02,0.1,1e-05,0.0,5900.272727,586.0,11.0,17.0,0.019802627296179712,32.857142857142854
2022-11-24,43.0,26.0,34.5,-3.7,30.0,0.0,0.0,0.0,0.0,0.0,5560.285714,661.0,11.0,17.0,0.0,32.714285714285715
2022-11-25,47.0,26.0,36.5,-1.3,28.0,0.0,0.0,0.0,0.0,0.0,5514.307692,667.0,11.0,21.0,0.0,33.357142857142854
2022-11-26,40.0,27.0,33.5,-3.9,31.0,0.0,1e-05,1e-05,0.0,0.0,5417.85,624.0,11.0,13.0,9.99995000033333e-06,34.0
2022-11-27,45.0,32.0,38.5,1.5,26.0,0.0,0.0,0.0,0.0,0.0,5755.333333,641.0,11.0,13.0,0.0,35.142857142857146
2022-11-28,45.0,27.0,36.0,-0.6,29.0,0.0,0.06,1.8,2.0,0.0,6011.647059,668.0,11.0,18.0,0.05826890812397577,35.714285714285715
2022-11-29,33.0,23.0,28.0,-8.2,37.0,0.0,0.06,0.8,2.0,9.0,6072.111111,666.0,11.0,10.0,0.05826890812397577,34.785714285714285
2022-11-30,47.0,26.0,36.5,0.6,28.0,0.0,0.0,0.0,2.0,7.0,6008.619048,589.0,11.0,21.0,0.0,34.785714285714285
2022-12-01,52.0,41.0,46.5,11.0,18.0,0.0,0.0,0.0,1e-05,7.0,5824.333333,657.0,12.0,11.0,0.0,36.5
2022-12-02,50.0,21.0,35.5,0.3,29.0,0.0,0.21,4.2,3.0,0.0,5274.166667,662.0,12.0,29.0,0.19062035960864973,36.357142857142854
2022-12-03,32.0,20.0,26.0,-8.8,39.0,0.0,0.0,0.0,3.0,2.0,5079.230769,618.0,12.0,12.0,0.0,35.285714285714285
2022-12-04,38.0,28.0,33.0,-1.5,32.0,0.0,0.01,1e-05,2.0,2.0,5552.538462,639.0,12.0,10.0,0.009950330853168083,34.5
2022-12-05,39.0,28.0,33.5,-0.7,31.0,0.0,0.05,0.9,2.0,0.0,5294.5,665.0,12.0,11.0,0.048790164169432,34.142857142857146
2022-12-06,37.0,24.0,30.5,-3.4,34.0,0.0,0.0,0.0,1.0,3.0,5482.727273,658.0,12.0,13.0,0.0,34.5
2022-12-07,32.0,29.0,30.5,-3.1,34.0,0.0,0.11,1.4,2.0,4.0,5543.9375,586.0,12.0,3.0,0.10436001532424277,33.642857142857146
2022-12-08,41.0,28.0,34.5,1.2,30.0,0.0,0.01,0.1,2.0,4.0,5536.052632,671.0,12.0,13.0,0.009950330853168083,31.928571428571427
2022-12-09,39.0,30.0,34.5,1.4,30.0,0.0,1e-05,1e-05,1.0,0.0,5506.0,662.0,12.0,9.0,9.99995000033333e-06,31.785714285714285
2022-12-10,48.0,32.0,40.0,7.2,25.0,0.0,0.0,0.0,1e-05,2.0,5405.933333,631.0,12.0,16.0,0.0,33.785714285714285
2022-12-11,52.0,34.0,43.0,10.4,22.0,0.0,0.42,0.3,0.0,26.0,5688.176471,641.0,12.0,18.0,0.3506568716131694,35.214285714285715
2022-12-12,38.0,31.0,34.5,2.1,30.0,0.0,0.12,2.4,2.0,6.0,5619.6,666.0,12.0,7.0,0.11332868530700317,35.357142857142854
2022-12-13,33.0,28.0,30.5,-1.7,34.0,0.0,0.31,6.9,3.0,19.0,5549.692308,662.0,12.0,5.0,0.27002713721306015,35.357142857142854
2022-12-14,36.0,27.0,31.5,-0.5,33.0,0.0,0.16,2.7,6.0,3.0,5573.071429,586.0,12.0,9.0,0.1484200051182733,35.5
2022-12-15,32.0,21.0,26.5,-5.3,38.0,0.0,0.11,1.9,7.0,1.0,5435.076923,670.0,12.0,11.0,0.10436001532424277,34.357142857142854
2022-12-16,31.0,15.0,23.0,-8.6,42.0,0.0,0.0,0.0,6.0,2.0,5236.4,659.0,12.0,16.0,0.0,32.714285714285715
2022-12-17,29.0,14.0,21.5,-10.0,43.0,0.0,0.0,0.0,5.0,0.0,5143.529412,629.0,12.0,15.0,0.0,30.071428571428573
2022-12-18,29.0,12.0,20.5,-10.8,44.0,0.0,0.0,0.0,4.0,0.0,5325.8,639.0,12.0,17.0,0.0,26.857142857142858
2022-12-19,33.0,14.0,23.5,-7.7,41.0,0.0,0.0,0.0,4.0,1.0,5438.714286,661.0,12.0,19.0,0.0,25.285714285714285
2022-12-20,34.0,21.0,27.5,-3.6,37.0,0.0,0.0,0.0,4.0,9.0,5462.555556,662.0,12.0,13.0,0.0,24.857142857142858
2022-12-21,44.0,29.0,36.5,5.5,28.0,0.0,0.05,0.6,3.0,23.0,5470.947368,583.0,12.0,15.0,0.048790164169432,25.571428571428573
2022-12-22,33.0,17.0,25.0,-5.9,40.0,0.0,0.01,0.1,3.0,54.0,5432.421053,666.0,12.0,16.0,0.009950330853168083,25.357142857142858
2022-12-23,31.0,21.0,26.0,-4.8,39.0,0.0,1e-05,1e-05,2.0,70.0,5206.058824,655.0,12.0,10.0,9.99995000033333e-06,25.785714285714285
2022-12-24,39.0,29.0,34.0,3.2,31.0,0.0,0.01,0.1,2.0,97.0,5239.083333,627.0,12.0,10.0,0.009950330853168083,27.571428571428573
2022-12-25,43.0,29.0,36.0,5.3,29.0,0.0,0.0,0.0,2.0,94.0,5677.05,639.0,12.0,14.0,0.0,29.785714285714285
2022-12-26,48.0,34.0,41.0,10.3,24.0,0.0,0.0,0.0,2.0,92.0,5538.6875,663.0,12.0,14.0,0.0,32.285714285714285
2022-12-27,55.0,32.0,43.5,12.9,21.0,0.0,0.16,0.0,1e-05,64.0,5526.352941,664.0,12.0,23.0,0.1484200051182733,34.57142857142857
2022-12-28,40.0,34.0,37.0,6.4,28.0,0.0,0.34,1.0,1e-05,59.0,5668.375,560.0,12.0,6.0,0.29266961396282,34.642857142857146
2022-12-29,40.0,32.0,36.0,5.4,29.0,0.0,1e-05,1e-05,0.0,49.0,5621.6875,596.0,12.0,8.0,9.99995000033333e-06,36.214285714285715
2022-12-30,43.0,35.0,39.0,8.4,26.0,0.0,0.06,0.0,0.0,1.0,5463.076923,577.0,12.0,8.0,0.05826890812397577,38.07142857142857
2022-12-31,47.0,37.0,42.0,11.4,23.0,0.0,0.25,0.0,0.0,6.0,5263.157895,547.0,12.0,10.0,0.22314355131420976,39.214285714285715
2023-01-01,36.0,32.0,34.0,3.4,31.0,0.0,0.89,4.7,1.0,8.0,5837.210526,513.0,1.0,4.0,0.636576829071551,38.92857142857143
2023-01-02,32.0,30.0,31.0,0.4,34.0,0.0,0.02,0.4,5.0,28.0,6217.615385,679.0,1.0,2.0,0.019802627296179712,37.5
2023-01-03,37.0,30.0,33.5,2.9,31.0,0.0,0.01,0.9,1e-05,15.0,6514.666667,678.0,1.0,7.0,0.009950330853168083,36.07142857142857
2023-01-04,40.0,30.0,35.0,4.4,30.0,0.0,0.0,0.0,4.0,12.0,6408.823529,616.0,1.0,10.0,0.0,35.785714285714285
2023-01-05,45.0,35.0,40.0,9.3,25.0,0.0,0.01,0.0,3.0,4.0,6189.4,607.0,1.0,10.0,0.009950330853168083,36.357142857142854
2023-01-06,44.0,37.0,40.5,9.8,24.0,0.0,0.14,0.0,1.0,30.0,6218.75,621.0,1.0,7.0,0.13102826240640408,36.57142857142857
2023-01-07,45.0,33.0,39.0,8.3,26.0,0.0,0.0,0.0,0.0,4.0,5992.142857,622.0,1.0,12.0,0.0,36.142857142857146
2023-01-08,49.0,33.0,41.0,10.2,24.0,0.0,0.0,0.0,0.0,6.0,5893.705882,509.0,1.0,16.0,0.0,37.142857142857146
2023-01-09,45.0,32.0,38.5,7.7,26.0,0.0,0.09,0.0,0.0,4.0,6128.705882,625.0,1.0,13.0,0.08617769624105233,38.214285714285715
2023-01-10,51.0,34.0,42.5,11.6,22.0,0.0,0.77,0.6,0.0,3.0,6241.8125,625.0,1.0,17.0,0.5709795465857378,39.5
2023-01-11,47.0,34.0,40.5,9.6,24.0,0.0,0.06,1e-05,1.0,14.0,6286.176471,592.0,1.0,13.0,0.05826890812397577,40.285714285714285
2023-01-12,48.0,33.0,40.5,9.5,24.0,0.0,0.0,0.0,0.0,1.0,6273.4,605.0,1.0,15.0,0.0,40.357142857142854
2023-01-13,49.0,32.0,40.5,9.5,24.0,0.0,0.0,0.0,0.0,1.0,6202.545455,624.0,1.0,17.0,0.0,40.357142857142854
2023-01-14,53.0,34.0,43.5,12.4,21.0,0.0,0.0,0.0,0.0,0.0,5895.4375,632.0,1.0,19.0,0.0,41.0
2023-01-15,43.0,35.0,39.0,7.8,26.0,0.0,0.27,0.1,0.0,3.0,5814.15,477.0,1.0,8.0,0.23901690047049992,40.714285714285715
2023-01-16,41.0,35.0,38.0,6.8,27.0,0.0,0.05,1e-05,0.0,4.0,6038.571429,505.0,1.0,6.0,0.048790164169432,40.642857142857146
2023-01-17,37.0,32.0,34.5,3.2,30.0,0.0,0.16,1e-05,1e-05,15.0,6318.722222,641.0,1.0,5.0,0.1484200051182733,39.5
2023-01-18,37.0,28.0,32.5,1.1,32.0,0.0,1e-05,1e-05,1e-05,17.0,6475.333333,603.0,1.0,9.0,9.99995000033333e-06,38.357142857142854
2023-01-19,33.0,28.0,30.5,-1.0,34.0,0.0,0.01,0.1,0.0,0.0,6402.615385,616.0,1.0,5.0,0.009950330853168083,36.92857142857143
2023-01-20,37.0,27.0,32.0,0.5,33.0,0.0,0.0,0.0,0.0,1.0,6411.833333,644.0,1.0,10.0,0.0,35.714285714285715
2023-01-21,33.0,23.0,28.0,-3.6,37.0,0.0,0.0,0.0,0.0,1.0,6246.3,644.0,1.0,10.0,0.0,33.5
2023-01-22,28.0,21.0,24.5,-7.2,40.0,0.0,0.07,1.0,0.0,3.0,6198.210526,517.0,1.0,7.0,0.06765864847381481,31.428571428571427
2023-01-23,35.0,20.0,27.5,-4.3,37.0,0.0,1e-05,1e-05,1e-05,1.0,6453.894737,637.0,1.0,15.0,9.99995000033333e-06,29.928571428571427
2023-01-24,33.0,22.0,27.5,-4.4,37.0,0.0,0.05,0.9,1e-05,1.0,6516.1,643.0,1.0,11.0,0.048790164169432,28.928571428571427
2023-01-25,32.0,20.0,26.0,-6.0,39.0,0.0,0.02,0.3,1.0,5.0,6505.0625,604.0,1.0,12.0,0.019802627296179712,28.0
2023-01-26,34.0,21.0,27.5,-4.7,37.0,0.0,0.01,0.3,1e-05,4.0,6499.5,617.0,1.0,13.0,0.009950330853168083,27.571428571428573
2023-01-27,40.0,31.0,35.5,3.2,29.0,0.0,0.02,0.2,1e-05,0.0,6250.933333,642.0,1.0,9.0,0.019802627296179712,28.071428571428573
2023-01-28,43.0,34.0,38.5,6.1,26.0,0.0,1e-05,1e-05,0.0,1.0,6049.9375,644.0,1.0,9.0,9.99995000033333e-06,29.571428571428573
2023-01-29,36.0,14.0,25.0,-7.6,40.0,0.0,0.06,0.6,0.0,6.0,6176.266667,517.0,1.0,22.0,0.05826890812397577,29.642857142857142
2023-01-30,20.0,9.0,14.5,-18.2,50.0,0.0,0.0,0.0,1e-05,20.0,6616.230769,639.0,1.0,11.0,0.0,27.785714285714285
2023-01-31,25.0,10.0,17.5,-15.4,47.0,0.0,0.0,0.0,1e-05,19.0,6658.0,641.0,1.0,15.0,0.0,26.357142857142858
2023-02-01,32.0,17.0,24.5,-8.5,40.0,0.0,0.0,0.0,0.0,28.0,6581.461538,594.0,2.0,15.0,0.0,26.142857142857142
2023-02-02,37.0,19.0,28.0,-5.2,37.0,0.0,0.0,0.0,0.0,7.0,6417.055556,605.0,2.0,18.0,0.0,26.214285714285715
2023-02-03,37.0,21.0,29.0,-4.4,36.0,0.0,0.0,0.0,0.0,0.0,6167.857143,630.0,2.0,16.0,0.0,25.285714285714285
2023-02-04,42.0,23.0,32.5,-1.1,32.0,0.0,0.0,0.0,0.0,2.0,5971.666667,630.0,2.0,19.0,0.0,24.428571428571427
2023-02-05,37.0,28.0,32.5,-1.3,32.0,0.0,0.06,1.6,0.0,1.0,5886.526316,510.0,2.0,9.0,0.05826890812397577,25.5
2023-02-06,38.0,28.0,33.0,-1.0,32.0,0.0,0.02,0.8,1.0,2.0,6193.888889,629.0,2.0,10.0,0.019802627296179712,28.142857142857142
2023-02-07,42.0,25.0,33.5,-0.8,31.0,0.0,0.0,0.0,0.0,0.0,6384.571429,629.0,2.0,17.0,0.0,30.428571428571427
2023-02-08,44.0,27.0,35.5,1.0,29.0,0.0,1e-05,1e-05,0.0,0.0,6302.666667,590.0,2.0,17.0,9.99995000033333e-06,32.0
2023-02-09,38.0,23.0,30.5,-4.3,34.0,0.0,0.0,0.0,0.0,2.0,6480.052632,605.0,2.0,15.0,0.0,32.357142857142854
2023-02-10,43.0,24.0,33.5,-1.5,31.0,0.0,0.0,0.0,0.0,1.0,6490.052632,631.0,2.0,19.0,0.0,33.0
2023-02-11,40.0,23.0,31.5,-3.8,33.0,0.0,0.0,0.0,0.0,1.0,6022.111111,630.0,2.0,17.0,0.0,32.857142857142854
2023-02-12,42.0,26.0,34.0,-1.6,31.0,0.0,0.0,0.0,0.0,0.0,5908.117647,486.0,2.0,16.0,0.0,33.07142857142857
2023-02-13,45.0,24.0,34.5,-1.4,30.0,0.0,0.0,0.0,0.0,0.0,6068.933333,524.0,2.0,21.0,0.0,33.285714285714285
2023-02-14,34.0,24.0,29.0,-7.2,36.0,0.0,0.03,0.5,0.0,3.0,6272.3,629.0,2.0,10.0,0.0295588022415444,32.642857142857146
2023-02-15,33.0,21.0,27.0,-9.5,38.0,0.0,0.0,0.0,0.0,7.0,6534.466667,594.0,2.0,12.0,0.0,31.428571428571427
2023-02-16,37.0,18.0,27.5,-9.4,37.0,0.0,0.0,0.0,0.0,7.0,6531.785714,609.0,2.0,19.0,0.0,31.0
2023-02-17,41.0,21.0,31.0,-6.2,34.0,0.0,0.0,0.0,0.0,0.0,6442.363636,640.0,2.0,20.0,0.0,30.642857142857142
2023-02-18,41.0,22.0,31.5,-6.0,33.0,0.0,1e-05,1e-05,0.0,2.0,6151.461538,636.0,2.0,19.0,9.99995000033333e-06,30.642857142857142
2023-02-19,47.0,31.0,39.0,1.1,26.0,0.0,0.01,0.1,1e-05,2.0,6020.866667,497.0,2.0,16.0,0.009950330853168083,31.357142857142858
2023-02-20,49.0,37.0,43.0,4.8,22.0,0.0,0.0,0.0,0.0,1.0,6069.466667,529.0,2.0,12.0,0.0,32.57142857142857
2023-02-21,47.0,30.0,38.5,-0.1,26.0,0.0,0.41,5.8,0.0,77.0,6285.705882,633.0,2.0,17.0,0.3435897043900769,33.92857142857143
2023-02-22,31.0,20.0,25.5,-13.5,39.0,0.0,0.77,11.5,8.0,95.0,6403.1,610.0,2.0,11.0,0.5709795465857378,33.714285714285715
2023-02-23,33.0,19.0,26.0,-13.3,39.0,0.0,0.01,0.3,9.0,30.0,6595.4,622.0,2.0,14.0,0.009950330853168083,33.5
2023-02-24,40.0,24.0,32.0,-7.7,33.0,0.0,1e-05,1e-05,7.0,20.0,6541.666667,638.0,2.0,16.0,9.99995000033333e-06,33.642857142857146
2023-02-25,45.0,30.0,37.5,-2.6,27.0,0.0,0.0,0.0,5.0,18.0,6155.222222,635.0,2.0,15.0,0.0,34.5
2023-02-26,44.0,28.0,36.0,-4.4,29.0,0.0,0.0,0.0,4.0,11.0,5988.533333,528.0,2.0,16.0,0.0,34.07142857142857
2023-02-27,45.0,35.0,40.0,-0.8,25.0,0.0,0.0,0.0,1.0,7.0,6144.777778,637.0,2.0,10.0,0.0,33.642857142857146
2023-02-28,41.0,26.0,33.5,-7.7,31.0,0.0,0.04,1.0,1.0,5.0,6237.615385,633.0,2.0,15.0,0.039220713153281295,32.92857142857143
2023-03-01,40.0,31.0,35.5,-6.0,29.0,0.0,0.02,0.2,1e-05,4.0,6292.7,604.0,3.0,9.0,0.019802627296179712,34.357142857142854
2023-03-02,39.0,27.0,33.0,-8.9,32.0,0.0,0.0,0.0,0.0,5.0,6341.473684,615.0,3.0,12.0,0.0,35.357142857142854
2023-03-03,41.0,31.0,36.0,-6.3,29.0,0.0,1e-05,1e-05,0.0,5.0,6409.833333,636.0,3.0,10.0,9.99995000033333e-06,35.92857142857143
2023-03-04,45.0,29.0,37.0,-5.6,28.0,0.0,0.01,0.1,0.0,8.0,5958.384615,632.0,3.0,16.0,0.009950330853168083,35.857142857142854
2023-03-05,44.0,31.0,37.5,-5.4,27.0,0.0,0.13,1.1,1.0,7.0,5925.263158,520.0,3.0,13.0,0.12221763272424921,36.07142857142857
2023-03-06,39.0,29.0,34.0,-9.3,31.0,0.0,0.08,1.8,3.0,2.0,6210.571429,632.0,3.0,10.0,0.07696104113612832,35.214285714285715
2023-03-07,41.0,28.0,34.5,-9.1,30.0,0.0,0.0,0.0,0.0,0.0,6176.9,640.0,3.0,13.0,0.0,35.357142857142854
2023-03-08,42.0,28.0,35.0,-8.9,30.0,0.0,0.1,2.0,0.0,0.0,6212.25,601.0,3.0,14.0,0.09531017980432487,35.285714285714285
2023-03-09,50.0,28.0,39.0,-5.3,26.0,0.0,0.02,0.5,2.0,3.0,6220.933333,615.0,3.0,22.0,0.019802627296179712,36.142857142857146
2023-03-10,57.0,38.0,47.5,2.9,17.0,0.0,0.26,0.0,0.0,8.0,6099.466667,638.0,3.0,19.0,0.23111172096338664,37.785714285714285
2023-03-11,48.0,31.0,39.5,-5.4,25.0,0.0,0.0,0.0,0.0,5.0,5790.25,638.0,3.0,17.0,0.0,38.142857142857146
2023-03-12,50.0,35.0,42.5,-2.6,22.0,0.0,0.04,1e-05,0.0,7.0,5591.75,583.0,3.0,15.0,0.039220713153281295,38.857142857142854
2023-03-13,58.0,37.0,47.5,2.1,17.0,0.0,1e-05,0.0,0.0,3.0,5849.875,637.0,3.0,21.0,9.99995000033333e-06,40.785714285714285
2023-03-14,61.0,42.0,51.5,5.8,13.0,0.0,1e-05,0.0,0.0,6.0,5728.6,644.0,3.0,19.0,9.99995000033333e-06,43.214285714285715
2023-03-15,53.0,30.0,41.5,-4.4,23.0,0.0,0.26,0.0,0.0,1.0,5677.9375,605.0,3.0,23.0,0.23111172096338664,44.142857142857146
2023-03-16,46.0,30.0,38.0,-8.2,27.0,0.0,0.0,0.0,0.0,5.0,5922.117647,615.0,3.0,16.0,0.0,44.0
2023-03-17,47.0,27.0,37.0,-9.4,28.0,0.0,0.0,0.0,0.0,4.0,5979.470588,643.0,3.0,20.0,0.0,42.5
2023-03-18,52.0,29.0,40.5,-6.1,24.0,0.0,0.0,0.0,0.0,0.0,5673.875,644.0,3.0,23.0,0.0,42.642857142857146
2023-03-19,56.0,36.0,46.0,-0.8,19.0,0.0,1e-05,0.0,0.0,4.0,5570.473684,589.0,3.0,20.0,9.99995000033333e-06,43.142857142857146
2023-03-20,52.0,35.0,43.5,-3.5,21.0,0.0,0.24,0.2,0.0,9.0,5792.875,640.0,3.0,17.0,0.2151113796169455,42.57142857142857
2023-03-21,50.0,34.0,42.0,-5.2,23.0,0.0,0.05,0.0,0.0,3.0,5857.818182,642.0,3.0,16.0,0.048790164169432,41.214285714285715
2023-03-22,46.0,35.0,40.5,-6.9,24.0,0.0,0.17,1e-05,0.0,2.0,5838.4,606.0,3.0,11.0,0.15700374880966478,41.07142857142857
